,exemplar ENGLISH,can opener,plate,toaster,bottle,stove,fridge,glass,towel,kettle,whisk,percolator,bowl,spoon,knife,microwave oven,mixer,nutcracker,place mat,oven,pan,pot,grater,scissors,apron,spatula,mug,teaspoon,colander,fork,electric kettle,scales,wok,sieve
exemplar DUTCH,,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
blikopener,can opener,0,4,7,4,3,7,2,4,4,2,2,1,4,4,3,4,2,2,4,2,6,2,11,6,2,5,3,2,2,1,2,2,3
bord,plate,0,0,4,4,4,4,7,3,3,4,5,8,8,4,4,2,4,3,5,13,6,4,2,4,5,4,5,9,4,4,4,3,6
broodrooster,toaster,0,0,0,5,7,4,4,2,13,4,2,7,2,2,7,5,5,5,8,2,6,3,4,2,4,2,5,5,3,8,4,5,4
fles,bottle,0,0,0,0,2,5,1,2,3,4,2,8,4,2,1,4,2,5,5,2,15,2,2,5,2,3,5,2,2,4,5,5,4
fornuis,stove,0,0,0,0,0,6,3,3,2,5,2,5,4,5,2,4,2,5,4,5,2,2,1,2,5,2,2,4,1,4,8,4,2
frigo,fridge,0,0,0,0,0,0,4,2,5,3,4,2,2,6,1,8,2,1,3,6,1,1,4,5,5,3,2,1,3,4,6,6,2
glas,glass,0,0,0,0,0,0,0,2,2,3,4,8,1,2,5,5,3,3,2,2,11,1,4,4,3,4,2,4,2,5,4,5,5
handdoek,towel,0,0,0,0,0,0,0,0,2,2,5,5,2,2,2,2,4,15,5,2,2,2,4,16,6,4,2,5,3,4,4,2,6
ketel,kettle,0,0,0,0,0,0,0,0,0,4,4,15,5,3,14,8,2,6,7,16,2,4,2,5,6,4,5,12,2,12,10,4,8
klopper,whisk,0,0,0,0,0,0,0,0,0,0,2,3,14,4,4,16,1,2,5,4,9,3,5,1,5,6,5,5,4,2,5,3,5
koffiezet,percolator,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,6,2,2,3,5,5,4,2,3,3,7,4,2,5,16,4,4,5
kom,bowl,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,4,3,5,11,13,18,6,3,3,4,6,5,2,5,2,1,15,14
lepel,spoon,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,2,2,2,3,6,2,1,1,16,3,19,5,5,2,4,8,2
mes,knife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,2,10,16,2,5,4,5,1,11,1,4,2,6
microgolf,microwave oven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,4,4,4,5,1,4,6,2,2,1,4,2,4,8,4
mixer,mixer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,4,1,4,16,4,6,1,3,3,3,2,4,10,2
notenkraker,nutcracker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,6,2,4,4,4,1,5,4,5,6,5,5,5
onderlegger,place mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,4,2,2,2,7,4,2,3,5,2,2,5
oven,oven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,1,2,2,4,2,5,4,7,4,17,5
pan,pan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,1,9,13,4,6,1,7,2,13,12
pot,pot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,11,1,1,2,12,3,16,9
rasp,grater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,2,4,8,4,2,5,16
schaar,scissors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,4,3,2,6,3,5,10
schort,apron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,2,5,6,2,4
spatel,spatula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,4,1,3,3
tas,mug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,6,4,1
theelepel,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,5,3,1
vergiet,colander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,14,16
vork,fork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5
waterkoker,electric kettle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,5
weegschaal,scales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
wok,wok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
zeef,sieve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
